,Title,Year,Rated,Released,Runtime,Genre,Director,Writer,Actors,Plot,Language,Country,Awards,Poster,Ratings,Metascore,imdbRating,imdbVotes,imdbID,Type,DVD,BoxOffice,Production,Website,Response,Error,Documentary,Sci-Fi,Drama,N/A,Fantasy,Horror,Thriller,Action,Adventure,War,Comedy,Music,Mystery,History,Biography,Crime,Family,Romance,Western,Sport,News,Animation,Musical,Short,Reality-TV,Game-Show
37,Amanda and the Fox,2018,N/A,12 Feb 2018,88 min,"Comedy, Family",Joey Sylvester,"Mike Davidson (screenplay), Mike Davidson, Joel Paul Reisig","Richard Karn, Jason London, Elizabeth Foster, Kristin Mellian","Ten year old Amanda desperately wants a dog but her Dad won't have it. When she finds a young fox, she and her friend Maggie conspire to keep it as a pet. Little do they know the trouble ...",English,USA,N/A,https://m.media-amazon.com/images/M/MV5BN2I1MDc3MTQtNTk5OC00NWQ0LTkwNDgtMTVhMTc2YjNmNDFkXkEyXkFqcGdeQXVyMTIxMzA5MDI@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.9/10'}]",N/A,5.9,60,tt4949412,movie,N/A,N/A,N/A,N/A,True,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
38,Undocumented,2016,N/A,01 Nov 2016,73 min,N/A,Patricia Shih,N/A,Jay O. Sanders,The true story of an undocumented immigrant who traveled as a 13 year-old with his 11 year-old brother through the Bermuda Triangle during hurricane season to join their parents whom they ...,English,USA,N/A,https://m.media-amazon.com/images/M/MV5BZmMxZTUyNzgtMGQ5NS00YWI2LWJmNWYtN2U2MjkxODgxZDQwL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNjc2MDQwMDY@._V1_SX300.jpg,[],N/A,N/A,N/A,tt6257362,movie,N/A,N/A,N/A,N/A,True,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39,Roman Polanski: Wanted and Desired,2008,Unrated,11 Dec 2008,99 min,"Documentary, Crime",Marina Zenovich,"Joe Bini, P.G. Morgan, Marina Zenovich","Andrew Braunsberg, Richard Brenneman, Douglas Dalton, Marilyn Beck",Examines the public scandal and private tragedy which led to legendary filmmaker Roman Polanski's sudden flight from the United States.,"English, French, German","USA, UK",Won 2 Primetime Emmys. Another 3 wins & 14 nominations.,https://m.media-amazon.com/images/M/MV5BMTg5MDA4MDk4MV5BMl5BanBnXkFtZTcwNTE4ODg3MQ@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '85%'}, {'Source': 'Metacritic', 'Value': '78/100'}]",78,7.2,"4,675",tt1157705,movie,27 Jan 2009,N/A,ThinkFilm,N/A,True,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
40,Broken Hearted,2019,N/A,11 Oct 2019,122 min,"Drama, Romance",Joseph Ammendolea,"Joseph Ammendolea (Story), Joseph Ammendolea (Writer)","Chris Matteis, Irene Jean Santos, Jason Wieder, Jennifer Cové",Brian is a PH.D candidate who thinks he has his life figured out until he meets Michelle who is coming out of a recently toxic relationship. Both their worlds are flipped upside down while ...,N/A,USA,N/A,https://m.media-amazon.com/images/M/MV5BODliODFiZjMtMjcwNy00YmY1LTk2ZDItNDBjODEyMDY2MWZiXkEyXkFqcGdeQXVyNDQ1MzAyNzg@._V1_SX300.jpg,[],N/A,N/A,N/A,tt9572626,movie,N/A,N/A,N/A,N/A,True,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
41,Excess Baggage,2014,N/A,N/A,90 min,"Comedy, Drama, Romance",Brad Hills,"Brad Hills, Brad Hills","Royana Black, Lori Dean, Belinda Gosbee, Brad Hills","Scott's idea of the perfect woman is one that comes with no baggage. But when he meets Jessica, he realizes he is traveling with a few suitcases of his own.",English,USA,N/A,https://m.media-amazon.com/images/M/MV5BMjM3NTk2MzUxNV5BMl5BanBnXkFtZTgwODU1NTI2MzE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '4.2/10'}]",N/A,4.2,12,tt3720120,movie,N/A,N/A,N/A,N/A,True,,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
42,In the Name of the King: A Dungeon Siege Tale,2007,PG-13,11 Jan 2008,127 min,"Action, Adventure, Fantasy, Horror, Thriller, War",Uwe Boll,"Doug Taylor (screenplay), Jason Rappaport (story), Dan Stroncak (story), Doug Taylor (story), Chris Taylor (video game ""Dungeon Siege"")","Jason Statham, Leelee Sobieski, John Rhys-Davies, Ron Perlman","A man named Farmer sets out to rescue his kidnapped wife and avenge the death of his son, two acts committed by the Krugs, a race of animal-warriors who are controlled by the evil Gallian.",English,"Germany, Canada, USA",4 wins & 5 nominations.,https://m.media-amazon.com/images/M/MV5BMTQ4ODI0ODA1Ml5BMl5BanBnXkFtZTcwNzMzMjU1MQ@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '3.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '4%'}, {'Source': 'Metacritic', 'Value': '15/100'}]",15,3.8,"43,119",tt0460780,movie,15 Apr 2008,"$4,500,000",Freestyle Releasing,N/A,True,,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43,Shadow of the Missing,2018,N/A,17 Apr 2018,86 min,Horror,Jamie Lee Smith,"David Campion (co writer), Maria Antonietta Mendez, Jamie Lee Smith","David Campion, Rhodri Thomas, Doc Benson, Jamie Lee Smith","A group of young filmmakers are attending a Film Festival in Wales. They come across an abandoned church, and hear music coming from inside. After some goading and teasing, the entire group...",English,USA,N/A,https://m.media-amazon.com/images/M/MV5BMTk3OTY2N2UtZTk2MC00NGM5LTlkNjMtYWE1ZmMyNmVkOWFmXkEyXkFqcGdeQXVyNDkzNjcxNA@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '2.6/10'}]",N/A,2.6,50,tt4851658,movie,N/A,N/A,N/A,N/A,True,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44,The Righteous and the Wicked,2010,PG-13,15 Nov 2011,96 min,Western,Craig A. Butler,Craig A. Butler,"Craig Myers, Billy Garberina, Justin Tade, Jeremy Owen","Hobbs, a notorious wanted bandit, gets caught up in a violently competitive hunt for stolen cash when he finds out outlaws have robbed the local bank. While trying to get back what's his he...",English,USA,N/A,https://m.media-amazon.com/images/M/MV5BMjg5Mjc5MDg5MV5BMl5BanBnXkFtZTcwMDE2NDU0NA@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '4.5/10'}]",N/A,4.5,89,tt1478856,movie,N/A,N/A,N/A,N/A,True,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
45,0s & 1s,2011,Not Rated,N/A,83 min,Comedy,Eugene Kotlyarenko,"Eugene Kotlyarenko, Morgan Krantz, Andrew Schwartz (developer), Michael Shifflett (screenplay)","Morgan Krantz, Jeremy Blackman, Ryan Reyes, Matty Cardarople","Los Angeles, 2006. Life is Easy 2.0 for James Pongo (Morgan Krantz). He has a cushy job, a busy social life and an alluring love interest all through the click of a mouse. But when he wakes...",English,USA,N/A,https://m.media-amazon.com/images/M/MV5BMTg0MTIzNTY5N15BMl5BanBnXkFtZTcwOTEwODc4Ng@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.5/10'}]",N/A,7.5,38,tt1372680,movie,N/A,N/A,N/A,N/A,True,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46,Stoked: The Rise and Fall of Gator,2002,R,25 Jun 2004,82 min,"Documentary, Sport",Helen Stickler,Helen Stickler,"Mark 'Gator' Rogowski, Tony Hawk, Jason Jessee, John Brinton Hogan","A documentary exploring the rise and fall of 80s skateboard legend Mark ""Gator"" Rogowski.",English,USA,N/A,https://m.media-amazon.com/images/M/MV5BMTU3MzE4MzU2M15BMl5BanBnXkFtZTcwNDM3NDAwMQ@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '81%'}, {'Source': 'Metacritic', 'Value': '69/100'}]",69,7.2,965,tt0271211,movie,17 Feb 2004,N/A,Palm Pictures,N/A,True,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
47,New Life,2016,PG,19 Oct 2017,88 min,"Drama, Romance",Drew Waters,"Erin Bethea, Candice Irion, Josh Spake, Drew Waters","James Marsters, Barry Corbin, Terry O'Quinn, Bill Cobbs","Ben met Ava at age seven standing in his driveway. As the two journey together through the seasons of life, a tragedy occurs that leaves their entire future in jeopardy.",English,USA,1 win.,https://m.media-amazon.com/images/M/MV5BMTIzYmNkOGUtZDVmOS00MjgyLThjMzktODBjNzg0MmZiNDA4XkEyXkFqcGdeQXVyNDI1MTIwNw@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '29%'}]",N/A,5.9,654,tt2931140,movie,07 Mar 2017,N/A,Circle 4 Entertainment,N/A,True,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
48,Kuklovod Russian Deal,2014,N/A,12 Nov 2014,135 min,Drama,N/A,Alex Amirian,N/A,N/A,Russian,USA,N/A,N/A,[],N/A,N/A,N/A,tt4270654,movie,N/A,N/A,N/A,N/A,True,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49,Going with the Flow,2010,N/A,01 Apr 2010,65 min,"Adventure, Comedy","Adam Loewen, Dustin Mennie, Thilo Savage","Adam Loewen, Thilo Savage","Adam Loewen, Dustin Mennie, Thilo Savage, Spencer Buffum",An uninspiring film about three men on a quest to find their inner.. tubes.,English,USA,N/A,N/A,"[{'Source': 'Internet Movie Database', 'Value': '6.8/10'}]",N/A,6.8,6,tt1653007,movie,N/A,N/A,N/A,N/A,True,,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50,Occupy Here Now,2012,N/A,N/A,80 min,"Documentary, History, News",Jean Manuel Beauchamp,Jean Manuel Beauchamp,Andres Monsalve,"The Occupants are peacefully protesting politics and economics at a nearby park. After suffering through a brutal eviction at the hands of the city police, one Anonymous student meditates ...",English,"Panama, USA",N/A,N/A,[],N/A,N/A,N/A,tt4483760,movie,N/A,N/A,N/A,N/A,True,,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
51,Revelation,1999,PG-13,07 May 1999,98 min,"Action, Drama, Horror, Sci-Fi, Thriller",André van Heerden,"Paul Lalonde (screenplay), Peter Lalonde (screenplay)","Jeff Fahey, Tony Nappo, Carol Alt, Leigh Lewis","In this sequel to Apocalypse: Caught in the Eye of the Storm (1998), police officer in search for answers, Thorold Stone, joins a rebel group of Christians to thwart the Antichrist's plan to use virtual reality to solidify its power.",English,"USA, Canada",2 nominations.,https://m.media-amazon.com/images/M/MV5BMjA5NjYyMTkyMV5BMl5BanBnXkFtZTYwODA0Nzg4._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.1/10'}]",N/A,5.1,861,tt0161942,movie,N/A,N/A,Cloud Ten Pictures,N/A,True,,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52,Fiddler: A Miracle of Miracles,2019,PG-13,13 Dec 2019,97 min,Documentary,Max Lewkowicz,"Max Lewkowicz, Valerie Thomas","Marc Aronson, Michael Bernardi, Jerry Bock, Danny Burstein","The origin story behind one of Broadway's most beloved musicals, Fiddler on The Roof, and its creative roots in early 1960s New York, when ""tradition"" was on the wane as gender roles, sexuality, race relations and religion were evolving.",English,USA,1 nomination.,https://m.media-amazon.com/images/M/MV5BMDIxMzEwZjEtMmExMS00OTZkLTljOTktYmJjYTQ2Mzg4Nzg2XkEyXkFqcGdeQXVyODAzODU1NDQ@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '98%'}, {'Source': 'Metacritic', 'Value': '80/100'}]",80,7.0,203,tt10003978,movie,N/A,N/A,Roadside Attractions,N/A,True,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53,Tiny Tears,2008,N/A,31 Mar 2008,90 min,Documentary,Bob Corna,"Bob Corna, Nathaniel Michael Cunningham",Danny Glover,"Danny Glover takes us on an intimate journey of discovery in Thailand, Uganda, Brazil and The United States to share the triumphs and struggles of children who's lives have been affected by...",English,USA,N/A,https://m.media-amazon.com/images/M/MV5BMTQ4MTM2NDYyNl5BMl5BanBnXkFtZTgwMTg1MzA2MDE@._V1_SX300.jpg,[],N/A,N/A,N/A,tt1428083,movie,N/A,N/A,N/A,N/A,True,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54,Redlight,2009,N/A,04 Oct 2009,72 min,Documentary,"Adi Ezroni, Guy Jacobson, Charles Kiselyak","Colin K. Gray, Guy Jacobson, Megan Raney","Somaly Mam, Reena, Sokha, Srey Peuv","A powerful feature documentary about child sexploitation, an epidemic happening in every country around the world. Filmed over a four year period, REDLIGHT focuses on the personal stories ...","English, Khmer",USA,N/A,https://m.media-amazon.com/images/M/MV5BMTkzNjkyNTIzNV5BMl5BanBnXkFtZTgwNzIxODc3MTE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.4/10'}]",N/A,7.4,57,tt1530667,movie,N/A,N/A,N/A,N/A,True,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55,"Making a Killing: Guns, Greed, and the NRA",2016,TV-14,15 Mar 2016,103 min,Documentary,Robert Greenwald,N/A,N/A,"Making a Killing: Guns, Greed, and The NRA tells the stories of how guns, and the billions made off of them, affect the lives of everyday Americans. It features personal stories from people...",English,USA,N/A,https://ia.media-imdb.com/images/M/MV5BY2Y5NTNkNDgtMzc0Ny00NjYwLTk3OTktYTcxZjM5MTIzYmMxXkEyXkFqcGdeQXVyNjgzOTU3ODA@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '4.5/10'}, {'Source': 'Metacritic', 'Value': '57/100'}]",57,4.5,100,tt5969714,movie,N/A,N/A,N/A,N/A,True,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56,Crocodile 2: Death Swamp,2002,R,13 Aug 2002,89 min,"Action, Adventure, Horror, Thriller",Gary Jones,"Jace Anderson (screenplay), Boaz Davidson (story), Adam Gierasch (screenplay)","Heidi Lenhart, Chuck Walczak, Jon Sklaroff, Darryl Theirse","A criminal carrying stolen money and gold hijacks a plane that crashes in a Mexican swamp, where the survivors are terrorized by a giant crocodile.",English,"USA, Hungary",N/A,https://m.media-amazon.com/images/M/MV5BMTI5MDk5Njk5OV5BMl5BanBnXkFtZTcwODU3MjkyMQ@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '3.7/10'}]",N/A,3.7,"1,700",tt0257510,movie,13 Aug 2002,N/A,LionsGate Entertainment,N/A,True,,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57,Luck to 3,2009,N/A,N/A,79 min,Drama,Sarah Murat,Sarah Murat,"Andrew Abrahamson, Anna Huckabay, Kellen Kaiser, Alan Sutherland","An ambitious teen, Gina, stumbles upon some ingenious, questionable means of reaching her dream - escaping suburban life with her best friend, Kelly, and starting an acting career in Los ...",English,USA,N/A,N/A,[],N/A,N/A,N/A,tt1403198,movie,N/A,N/A,N/A,N/A,True,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
58,Telling Nicholas,2002,N/A,12 May 2002,85 min,Documentary,James Ronald Whitney,James Ronald Whitney,"Nicholas Lanza, Thanbir Ahmed, Robert Lanza, James Ronald Whitney",N/A,English,USA,1 win.,https://m.media-amazon.com/images/M/MV5BMTkyNDkxNjQ5OF5BMl5BanBnXkFtZTcwMzk2MzAwMQ@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.9/10'}]",N/A,7.9,151,tt0324195,movie,N/A,N/A,Fire Island Films,N/A,True,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59,Sinners and Saints,2010,R,30 Jun 2010,104 min,"Action, Crime, Thriller",William Kaufman,"William Kaufman, Jay Moses","Johnny Strong, Kevin Phillips, Costas Mandylor, Sean Patrick Flanery","In the gritty New Orleans underbelly, beleaguered Detective Sean Riley is trying to cope with the death of his young son and his failed marriage. Facing a probable suspension from the ...",English,USA,N/A,https://m.media-amazon.com/images/M/MV5BMTg1OTExNDYyOF5BMl5BanBnXkFtZTcwNTQ2MzYyNw@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.1/10'}]",N/A,6.1,"5,176",tt1130969,movie,10 Jan 2012,N/A,Anchor Bay Entertainment,N/A,True,,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
60,The Need to Grow,2019,N/A,13 Oct 2019,96 min,Documentary,"Rob Herring, Ryan Wirick",Rob Herring,"Erik Cutter, Rosario Dawson, Douglas Gayeton, Kathryn Kellogg Johnson",The Need To GROW follows pioneers of cutting edge technology as they fight to localize sustainable food systems and regenerate Earth's dying soils.,English,USA,8 wins.,https://m.media-amazon.com/images/M/MV5BODRkMmM5ZjEtZTA5NC00ZmEwLWEyN2ItOWIyZGU2MGM0MTBlXkEyXkFqcGdeQXVyMjg2ODM1NDE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '8.6/10'}]",N/A,8.6,34,tt4553542,movie,N/A,N/A,N/A,N/A,True,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61,Pod,2015,R,28 Aug 2015,76 min,"Horror, Mystery, Sci-Fi, Thriller",Mickey Keating,Mickey Keating,"Lauren Ashley Carter, Dean Cates, Brian Morvant, Larry Fessenden",A family intervention goes horrifically awry within the snowy confines of an isolated lake house.,English,USA,N/A,https://m.media-amazon.com/images/M/MV5BMTAxMTM5MzgyNzleQTJeQWpwZ15BbWU4MDc0NzAxNjYx._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '4.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '75%'}]",N/A,4.4,"3,166",tt3541080,movie,06 Oct 2015,N/A,N/A,N/A,True,,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
62,Last Summer in Paris,2017,N/A,26 Feb 2017,117 min,Drama,Chuck Bentley,Chuck Bentley,"Rachel Higgins Bernhardt, Laura Henderson, Ken Holda, Joe Macleod",Four scholars have two days to run wild in the streets of Paris before classes begin. The only thing standing in their way is a French woman who thinks they should learn something about her...,English,USA,N/A,N/A,[],N/A,N/A,N/A,tt7259784,movie,N/A,N/A,N/A,N/A,True,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63,Unearthly Harvest,2004,N/A,03 Oct 2004,70 min,Horror,John Swanson,John Swanson,"George Ferroni, Bill Gillespie, Steven May, Ryan Reuter","Beginning with the strange and gruesome murders of two teens en route to a Halloween party, all their lives are disrupted when an evil man named Desmond Samuelson arrives.",English,USA,N/A,https://m.media-amazon.com/images/M/MV5BMTA4MDM0NjIyODheQTJeQWpwZ15BbWU4MDEwNTAwNjAx._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '4.6/10'}]",N/A,4.6,12,tt0452062,movie,N/A,N/A,N/A,N/A,True,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64,Roy's World: Barry Gifford's Chicago,2020,N/A,28 Feb 2020,75 min,Documentary,Rob Christopher,"Rob Christopher, Barry Gifford (original stories)","Willem Dafoe, Matt Dillon, Lili Taylor, Barry Gifford","The ""Roy"" stories of writer Barry Gifford serve as a springboard for an impressionistic portrait of a vanished Chicago.",English,USA,N/A,https://m.media-amazon.com/images/M/MV5BOTg5ZWU5MTItMTAwYi00ZDVhLWIzNjMtMjBhODQxM2Q4NDM1XkEyXkFqcGdeQXVyNTY5NzUxODg@._V1_SX300.jpg,[],N/A,N/A,N/A,tt7934860,movie,N/A,N/A,N/A,N/A,True,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65,Leap: Rise of the Beast,2011,N/A,15 May 2011,75 min,Action,Chris Tempel,Chris Tempel,"Benjamin Baker, Alexander J. Bonds, Matt Clark, Kimberly Cruz","In the near future, the world leaders have given up their power to Vatican City. While most rejoice at the thought of world peace and religious tolerance, Shane Turner and his Leap Crew ...",English,USA,N/A,https://m.media-amazon.com/images/M/MV5BZGI2MjA5MGMtOTE2Zi00ZjkzLWE2MTUtMjFkODE2NDczMzVmL2ltYWdlXkEyXkFqcGdeQXVyMjUwNzk1Nzc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '4.2/10'}]",N/A,4.2,33,tt2321395,movie,N/A,N/A,N/A,N/A,True,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
66,Bunnyman,2011,R,21 Jun 2011,90 min,Horror,Carl Lindbergh,Carl Lindbergh (screenplay),"Cheryl Texiera, Matthew Albrecht, Alaina Agianci, Veronica Wylie",A couple of dimwitted teens get chased by a killer dressed in a bunny suit.,English,USA,N/A,https://m.media-amazon.com/images/M/MV5BMTU3OTE5NjUzOF5BMl5BanBnXkFtZTcwOTY3MjA2NQ@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '2.9/10'}]",N/A,2.9,"1,125",tt1308748,movie,21 Jun 2011,N/A,ANOC Productions,N/A,True,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
67,Entre nos,2009,Not Rated,25 Apr 2009,80 min,Drama,"Gloria La Morte, Paola Mendoza","Gloria La Morte (screenplay), Paola Mendoza (screenplay)","Paola Mendoza, Sebastian Villada, Laura Montana, Anthony Chisholm","A story based on facts which offers a fresh take on the issue of new immigrants in the United States. Mariana totes her two children from Colombia to reunite with her husband in Queens, New...",Spanish,USA,6 wins.,https://m.media-amazon.com/images/M/MV5BMTA5MTk2MTIxOTNeQTJeQWpwZ15BbWU3MDIyNDY4MTM@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '83%'}]",N/A,7.3,"1,032",tt1212456,movie,20 Jul 2010,N/A,Indiepix,N/A,True,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
68,Dream Town,2014,N/A,04 Apr 2014,73 min,"Documentary, Drama, Fantasy",Adrian Briscoe,"Adrian Briscoe, Ray Robinson",N/A,"Part documentary, part fiction, the film takes place in Barentsburg, a Russian coal-mining town on a Norwegian Island located in the northernmost inhabited place in the world. Set in this ...",Russian,"USA, Norway",N/A,https://m.media-amazon.com/images/M/MV5BNDg1YWQ5YzItNTQ4Ny00MGY4LTk2ZDQtOThiNWY5NGI1NTQzXkEyXkFqcGdeQXVyNTYxOTE3MzM@._V1_SX300.jpg,[],N/A,N/A,N/A,tt3163276,movie,N/A,N/A,N/A,N/A,True,,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
69,Voice: a performance art movie,2016,N/A,N/A,160 min,"Comedy, Drama, Fantasy",Sylvia Toy St. Louis,Sylvia Toy St. Louis,Sylvia Toy St. Louis,"As bipolar Psyche Lyssa Echo Smith enters therapy so her estranged husband will come back home, her psychoses begin traveling in outer space.",English,USA,N/A,N/A,[],N/A,N/A,N/A,tt5967916,movie,N/A,N/A,N/A,N/A,True,,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70,The Garden,2008,Unrated,01 Apr 2014,80 min,Documentary,Scott Hamilton Kennedy,Scott Hamilton Kennedy,"Danny Glover, Daryl Hannah, Antonio Villaraigosa","From the ashes of the L.A. riots arose a lush, 14-acre community garden, the largest of its kind in the United States. Now bulldozers threaten its future.","English, Spanish",USA,Nominated for 1 Oscar. Another 1 win & 1 nomination.,https://m.media-amazon.com/images/M/MV5BODMyMzg3ODQxOF5BMl5BanBnXkFtZTcwNDgyMjQ0Mg@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '79%'}]",N/A,7.4,664,tt1252486,movie,18 Aug 2009,N/A,Oscilloscope Pictures,N/A,True,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
71,Secret of the Cave,2006,PG,19 Oct 2006,88 min,Adventure,Zach C. Gray,"Aaron Adams, Scott Fogg, David George, Zach C. Gray, Rik Swartzwelder (additional material)","Kevin Novotny, Patrick Bergin, Joseph Kelly, Sean Murphy","A young American boy spends his summer in Ireland and solves the mystery that captivates the entire village. Driven by curiosity and his own search for meaning in life, he faces his fears and discovers the Secret of the Cave.",English,USA,1 win.,https://m.media-amazon.com/images/M/MV5BMTU4MTgyMTI3OF5BMl5BanBnXkFtZTcwMDYyMTA0MQ@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '4.9/10'}]",N/A,4.9,459,tt0871016,movie,04 Sep 2007,N/A,First Look Home Entertainment,N/A,True,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72,Lord of the Vampires,2002,N/A,30 Mar 2002,N/A,Horror,Brad Sykes,Brad Sykes,"Liana Loggins, Vanessa Sweatte, Tracy Dillon, Jack Wareing","For decades, Viktor and his vampire brides, Mercy and Ravenna, have lived off the blood of unsuspecting victims. Tonight, all that could change...A dark and disturbingly erotic tale of the supernatural.",English,USA,N/A,N/A,"[{'Source': 'Internet Movie Database', 'Value': '6.0/10'}]",N/A,6.0,37,tt0314328,movie,09 Dec 2003,N/A,N/A,N/A,True,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
